Title,ASIN,Stars,Review,Price,clean_review
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,هى فى المجمل صوتها حلو للاغانى و جميله و واضحه و عاليه لكن متنفعش فى المكالمات فى الشارع محدش بيسمعنى منها,844,هى فى المجمل صوتها حلو للاغانى و جميله و واضحه و عاليه لكن متنفعش فى المكالمات فى الشارع محدش بيسمعنى منها
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,رائع الصوت,844,رائع الصوت
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,أعجبنى جودة ووضوح الصوت. عزل الصوت فى الخلفية كان مميزاً التحدث فى الضوضاء كان واضحاً,844,أعجبنى جودة ووضوح الصوت عزل الصوت فى الخلفية كان مميزا التحدث فى الضوضاء كان واضحا
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,صوت حقيقي رائع في المكالمات والموسيقى,844,صوت حقيقي رائع في المكالمات والموسيقى
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,منتج ممتاز ماشاء الله وذو قيمه فنيه فى الشكل والتصميم والصوت نقى وواضح يستحق الامتياز,844,منتج ممتاز ماشاء الله وذو قيمه فنيه فى الشكل والتصميم والصوت نقى وواضح يستحق الامتياز
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,السماعة كويسة جدا وصوتها حلو ونقى وخاماتها نضيفة والاحسن فى الفئة السعرية ديه (1000ج) بس مش احسن حاجة لو كنت متعود على سماعة اعلى منها فى الفئة السعرية لاكن على العموم مفيش احسن منها بالسعر ده الصراحة والابليكشن بتاعها بيظبط صوتها اوى خصوصا لو خليته على وضع ال Treble Booster من ال Equalizer بتاع البرنامج,844,السماعة كويسة جدا وصوتها حلو ونقى وخاماتها نضيفة والاحسن فى الفئة السعرية ديه ج بس مش احسن حاجة لو كنت متعود على سماعة اعلى منها فى الفئة السعرية لاكن على العموم مفيش احسن منها بالسعر ده الصراحة والابليكشن بتاعها بيظبط صوتها اوى خصوصا لو خليته على وضع ال من ال بتاع البرنامج
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,"صوت واضح مفيش عزل للضوضاء للاسف
مقبوله سعرها لما كان نازل عليه خضم بسعر ١٠٠٠ج
وخصم اضافي ٢٠٠
لاكن السعر الحالي مبالغ فيه مع انخفاض سعر الدولار
وانخفاض لاغلب الاسعار بالسوق
غريب جدا ان قبل الدولار ما ينخفض ارخص ب٦٠٠ج
حاليا ب١٤٠٠وانا شاريها ب٨٠٠ج في ابريل
فرق شهر",844,صوت واضح مفيش عزل للضوضاء للاسف مقبوله سعرها لما كان نازل عليه خضم بسعر ج وخصم اضافي لاكن السعر الحالي مبالغ فيه مع انخفاض سعر الدولار وانخفاض لاغلب الاسعار بالسوق غريب جدا ان قبل الدولار ما ينخفض ارخص بج حاليا بوانا شاريها بج في ابريل فرق شهر
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,صوتها كويس اوي مكالمات و اغاني بس لو بتتكلم في مكان دوشه اللي بيكلمك مش هيسمعك خالص للاسف مفيهاش noise cancellation,844,صوتها كويس اوي مكالمات و اغاني بس لو بتتكلم في مكان دوشه اللي بيكلمك مش هيسمعك خالص للاسف مفيهاش
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,2.0,سيئه جدا من حيث المكالمات غير مانعه للضوضاء لما بتعمل مكالمه بتحس ان الشارع كله موجود معاك في المكالمه وهذا ليس جيد لا انصح بشراءه,844,سيئه جدا من حيث المكالمات غير مانعه للضوضاء لما بتعمل مكالمه بتحس ان الشارع كله موجود معاك في المكالمه وهذا ليس جيد لا انصح بشراءه
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,مطابق للمواصفات وتستحق التقييم تم شراء ف عرض بسعر مقبول و مناسب,844,مطابق للمواصفات وتستحق التقييم تم شراء ف عرض بسعر مقبول و مناسب
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,منتج سئ جدا,844,منتج سئ جدا
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,كانت شغاله حوالي أقل من اسبوعين وفجأه فصلت فرده من الاتنين وللاسف كده غير مقبول كا صوت حلوه بس تفصل فرده حرااام,844,كانت شغاله حوالي أقل من اسبوعين وفجأه فصلت فرده من الاتنين وللاسف كده غير مقبول كا صوت حلوه بس تفصل فرده حرااام
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,حلوه خالص,844,حلوه خالص
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,"جه موديل تاني ومحدش رد المبلغ وخدمه العملاء مش شغاله
ازاي كده",844,جه موديل تاني ومحدش رد المبلغ وخدمه العملاء مش شغاله ازاي كده
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,سماعه محترمه فى كل حاجة شكرا على المنتج وشكرا امازون ❤️,844,سماعه محترمه فى كل حاجة شكرا على المنتج وشكرا امازون
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,صوت واضح فى الاغانى وجيد جدا فى المكالمات وتصميم ممتاز,844,صوت واضح فى الاغانى وجيد جدا فى المكالمات وتصميم ممتاز
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز,844,ممتاز
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,صوتها حلو و التغليف رائع,844,صوتها حلو و التغليف رائع
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,سماعه محترمه و قيمة مقابل سعر,844,سماعه محترمه و قيمة مقابل سعر
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,كما بالوصف,844,كما بالوصف
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتازة جداااااا,844,ممتازة جداااااا
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,بعد فترة سماعة من الاتنين صوتها ضعف,844,بعد فترة سماعة من الاتنين صوتها ضعف
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتازة جودة و لون و سعر,844,ممتازة جودة و لون و سعر
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,جامده,844,جامده
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,جامده فشخ,844,جامده فشخ
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتازة,844,ممتازة
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,الضمان,844,الضمان
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,بصراحة كواحد بيحب الاغني صوتها عالي و ممتاز بس البيز مش احسن حاجة غير كده المنتج محترم,844,بصراحة كواحد بيحب الاغني صوتها عالي و ممتاز بس البيز مش احسن حاجة غير كده المنتج محترم
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,السماعه صوت المايك فيها واط جدا و ف الخارج لو بتكلم قيها المتلقى بيقول الصوت بعيد و ف الزحمة الصوت مش افضل حاحة ندمت انى اشتريتها,844,السماعه صوت المايك فيها واط جدا و ف الخارج لو بتكلم قيها المتلقى بيقول الصوت بعيد و ف الزحمة الصوت مش افضل حاحة ندمت انى اشتريتها
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,الفرده الشمال باظت لوحدها,844,الفرده الشمال باظت لوحدها
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,حلوه اوي بس كانت محتاجه يبقي فيها سنسور بينور كانت بقت احلي,844,حلوه اوي بس كانت محتاجه يبقي فيها سنسور بينور كانت بقت احلي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,حلوه اوى,844,حلوه اوى
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,ممتاز,844,ممتاز
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,شحنها بيقعد اد ايه,844,شحنها بيقعد اد ايه
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,جميع مواصفاتها ممتاز جدا وناعم الصوت,844,جميع مواصفاتها ممتاز جدا وناعم الصوت
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,تستحق الشراء ولاكن لا يوجد فاتورة الشراء للضمان,844,تستحق الشراء ولاكن لا يوجد فاتورة الشراء للضمان
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,ممتاز,844,ممتاز
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,4.0,تحت الاستخدام بس مغلفه صح جدا وشكلها ممتاز,844,تحت الاستخدام بس مغلفه صح جدا وشكلها ممتاز
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,انفتحت احد السماعات من تلقاء نفسها و لم يمض عليها سنة من شرائها و لم أستطع التواصل مع البائع لإرجاعها بموجب حق الضمان,844,انفتحت احد السماعات من تلقاء نفسها و لم يمض عليها سنة من شرائها و لم أستطع التواصل مع البائع لإرجاعها بموجب حق الضمان
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,3.0,صوت الطبله فيها عالي,844,صوت الطبله فيها عالي
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,5.0,انصح بها وخصوصه تطبيقه,844,انصح بها وخصوصه تطبيقه
"Soundcore By Anker R50i True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Playtime, IPX5-Water Resistant, AI Clear Calls with 2 Mics, 22 Preset EQs via App,Blue, 18 Months Warranty",B0CPLYCC3N,1.0,لا تعمل اكثر من نصف ساعه,844,لا تعمل اكثر من نصف ساعه
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,السماعه ممتازه عزل قوي جدا و صوت نقي انا بستعمل airpods proو ديه ممتازه بالنسبه لها,,السماعه ممتازه عزل قوي جدا و صوت نقي انا بستعمل و ديه ممتازه بالنسبه لها
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,4.0,"صوت الاغاني جيد والكلمات ممتازه
لو بتسمع بودكاست او اي حد بيتكلم الكلام هتسمعه نقي جدا .
عزل الصوت رائع بصراحه مفيش عليه ولا كلمه
البيز عالي حاجه بسيطه بس تقدر توطيه من التطبيق اللي علي الفون
البلوتوث بيلقط لحد ٥ او ٦ متر
مشكلتي الوحيده معاها اني لما وصلتها بالكمبيوتر كان صوت الجيمز فيه تاخير بسيط و الجوده اققل بصراحه من اي سماعه شعبيه
البطاريه ممكن تقعد معاك من ٣ الي ٤ ايام لو استخدامك مش تقيل
واخيرا الراحه السماعه ممتازه بصراحه بلبسها فوق ال٦ ساعات و مريحه جدا بصراحه
الخلاصه لو عاوز حاجه تلبسها وتعزل الصوت وتسمع اغاني وبودكاست او تتفرج علي افلام فا هاتها ومش هتندم
لما لو هدفك فيها الجيمنج او انك توصلها بي سي وتلعب عليها فا نصيحه بلاش وشوفلك سماعه تانيه مخصصه للكلام دا",,صوت الاغاني جيد والكلمات ممتازه لو بتسمع بودكاست او اي حد بيتكلم الكلام هتسمعه نقي جدا عزل الصوت رائع بصراحه مفيش عليه ولا كلمه البيز عالي حاجه بسيطه بس تقدر توطيه من التطبيق اللي علي الفون البلوتوث بيلقط لحد او متر مشكلتي الوحيده معاها اني لما وصلتها بالكمبيوتر كان صوت الجيمز فيه تاخير بسيط و الجوده اققل بصراحه من اي سماعه شعبيه البطاريه ممكن تقعد معاك من الي ايام لو استخدامك مش تقيل واخيرا الراحه السماعه ممتازه بصراحه بلبسها فوق ال ساعات و مريحه جدا بصراحه الخلاصه لو عاوز حاجه تلبسها وتعزل الصوت وتسمع اغاني وبودكاست او تتفرج علي افلام فا هاتها ومش هتندم لما لو هدفك فيها الجيمنج او انك توصلها بي سي وتلعب عليها فا نصيحه بلاش وشوفلك سماعه تانيه مخصصه للكلام دا
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,بعد تجربة لمدة اكثر من شهر سماعه ممتازة مع خاصية الغاء الضوضاء ممتازة جدا,,بعد تجربة لمدة اكثر من شهر سماعه ممتازة مع خاصية الغاء الضوضاء ممتازة جدا
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,ممتازه وصوتها نقى,,ممتازه وصوتها نقى
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,"السماعه ممتازه جدا،، انصح بشراءها
وشكرا"" على اهتمام البائع ومصداقيته",,السماعه ممتازه جدا انصح بشراءها وشكرا على اهتمام البائع ومصداقيته
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,ممتازه علي سعرها بس اعمل حسابك طبعا ودنك حتعرق شوية,,ممتازه علي سعرها بس اعمل حسابك طبعا ودنك حتعرق شوية
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,"سماعة ممتازة
صوت نقي
مانعة للضوضاء فعلا",,سماعة ممتازة صوت نقي مانعة للضوضاء فعلا
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,صوتها حلو جدا و عازلة للدوشة,,صوتها حلو جدا و عازلة للدوشة
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,سماعة مريحة و تجربة المكالمات فيها روعة,,سماعة مريحة و تجربة المكالمات فيها روعة
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,من أحلى الحاجات اللي قررت اشتريها، صوت ممتاز وعزل ضوضاء مش طبيعي بتعزلك عن العالم، والبطارية ممكن تقعد معايا 10 أيام من غير ما اشحنها,,من أحلى الحاجات اللي قررت اشتريها صوت ممتاز وعزل ضوضاء مش طبيعي بتعزلك عن العالم والبطارية ممكن تقعد معايا أيام من غير ما اشحنها
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,4.0,النويز كانسيلاشن تحفة ومريحة ع الودان,,النويز كانسيلاشن تحفة ومريحة ع الودان
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,"سماعه ممتازه مقابل سعرها ، صوت البيز عالى حبتين واحيانا لو شغلل مود البيز العالي هيبق مش طبيعي بس في المود العادي جيد جدا و لو بتسمع حاجه slowed + reverbed.

مودات عزل الصوت ممتازه بس مش ممتازه مع صوت البشر جيده يعني بس صوت عربيات ، تكيف ، صوت كيبورد كله بيتمسح حرفيا في تجربتي الخاصه.

ممكن في الاول تحس انها مش مريحه او ضغطه زياده على للعظم حولين الاذن بس بتتعود مع الوقت بس مش اكتر حاجه مريحه بس عادي تحس بالالم دا بعد ٤ او ٥ ساعات",,سماعه ممتازه مقابل سعرها صوت البيز عالى حبتين واحيانا لو شغلل مود البيز العالي هيبق مش طبيعي بس في المود العادي جيد جدا و لو بتسمع حاجه مودات عزل الصوت ممتازه بس مش ممتازه مع صوت البشر جيده يعني بس صوت عربيات تكيف صوت كيبورد كله بيتمسح حرفيا في تجربتي الخاصه ممكن في الاول تحس انها مش مريحه او ضغطه زياده على للعظم حولين الاذن بس بتتعود مع الوقت بس مش اكتر حاجه مريحه بس عادي تحس بالالم دا بعد او ساعات
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,"سماعه تحفه تحفه والتغليف ممتاز
شكرا أمازون",,سماعه تحفه تحفه والتغليف ممتاز شكرا أمازون
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,3.0,"مع الاستخدام أكثر من نصف ساعة حسيت بألم فى عظام رأسى و فى العظام حوالين أذنى و من كثر ضغط السماعة حصل التهاب
اما من ناحية الصوت فهو ممتاز ، البطارية ممتازة ، العزل ممتاز، البلوتوث كويس و بتفضل متوصلة حتى لو بعدت عنها حبه
الشحن وصلنى كويس و كل الوصلات اللى جاتنى مع السماعة شغالة تمام",,مع الاستخدام أكثر من نصف ساعة حسيت بألم فى عظام رأسى و فى العظام حوالين أذنى و من كثر ضغط السماعة حصل التهاب اما من ناحية الصوت فهو ممتاز البطارية ممتازة العزل ممتاز البلوتوث كويس و بتفضل متوصلة حتى لو بعدت عنها حبه الشحن وصلنى كويس و كل الوصلات اللى جاتنى مع السماعة شغالة تمام
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,5.0,السماعة صوتها جودته عالية بالذات فى الأغانى ممكن يبان مغمور شوية فى الحاجات التانية بس مش لدرجة ملحوظة أوى ، مدى البلوتوث بتاعها كويس جدًا ، بشغلها 3 أيام متوصلة بالكمبيوتر على شحنة واحدة,,السماعة صوتها جودته عالية بالذات فى الأغانى ممكن يبان مغمور شوية فى الحاجات التانية بس مش لدرجة ملحوظة أوى مدى البلوتوث بتاعها كويس جدا بشغلها أيام متوصلة بالكمبيوتر على شحنة واحدة
"soundcore by Anker Q20i Hybrid Active Noise Cancelling Headphones, Wireless Over-Ear Bluetooth, 40H Long ANC Playtime, Hi-Res Audio, Big Bass, Customize via an App, Transparency Mode, Ideal for Travel",B0CCHTSFX1,4.0,صوتها واضح بس مش عالي,,صوتها واضح بس مش عالي
